gene_id;seqname;strand;splice5;splice3;n1;n2
gene10511;NT_037436.4;-1;4642937;4642808;421;0
gene10511;NT_037436.4;-1;4643396;4643245;1124;0
gene10511;NT_037436.4;-1;4644043;4643727;2969;0
gene10511;NT_037436.4;-1;4645559;4644226;2137;12
gene10511;NT_037436.4;-1;4646823;4646181;3079;8
gene10511;NT_037436.4;-1;4650320;4647025;797;0
gene10511;NT_037436.4;-1;4650936;4650777;2257;0
gene10511;NT_037436.4;-1;4655972;4651185;1914;4
gene10511;NT_037436.4;-1;4656559;4656373;1244;3
gene10511;NT_037436.4;-1;4659479;4656775;2184;3
gene10511;NT_037436.4;-1;4660076;4660013;2161;0
gene10511;NT_037436.4;-1;4664126;4660410;1387;20
gene10511;NT_037436.4;-1;4664422;4664324;1354;5
gene10511;NT_037436.4;-1;4670117;4664954;965;7
gene10511;NT_037436.4;-1;4671825;4670403;707;1
gene10511;NT_037436.4;-1;4673172;4671962;1313;2
gene10511;NT_037436.4;-1;4674955;4673393;409;0
gene10511;NT_037436.4;-1;4675381;4675230;94;0
gene10519;NT_037436.4;1;4767057;4789121;217;1
gene10519;NT_037436.4;1;4792154;4792216;377;0
gene10519;NT_037436.4;1;4792613;4793920;789;3
gene10519;NT_037436.4;1;4794149;4795800;662;2
gene1052;NC_004354.4;-1;9195550;9195222;7344;22
gene10527;NT_037436.4;-1;4753543;4753371;900;194
gene1053;NC_004354.4;-1;9197052;9196979;2881;0
gene1053;NC_004354.4;-1;9197268;9197211;2577;0
gene1053;NC_004354.4;-1;9200132;9200074;980;0
gene10533;NT_037436.4;-1;4803659;4803597;2617;0
gene10533;NT_037436.4;-1;4803973;4803920;3052;5
gene10533;NT_037436.4;-1;4804187;4804123;2897;1
gene10533;NT_037436.4;-1;4804700;4804643;312;0
gene10535;NT_037436.4;-1;4807891;4807833;15492;0
gene10535;NT_037436.4;-1;4811551;4811491;1201;0
gene10535;NT_037436.4;-1;4812056;4811670;778;145
gene10535;NT_037436.4;-1;4813327;4812256;1557;94
gene10535;NT_037436.4;-1;4815492;4815437;1532;0
gene10535;NT_037436.4;-1;4821110;4821043;1616;0
gene10535;NT_037436.4;-1;4822022;4821970;1218;0
gene10535;NT_037436.4;-1;4822689;4822627;1407;0
gene10535;NT_037436.4;-1;4823586;4823525;1532;0
gene10535;NT_037436.4;-1;4825327;4824162;880;1
gene10536;NT_037436.4;1;4826043;4826094;94;2
gene10536;NT_037436.4;1;4827887;4827944;2691;0
gene10536;NT_037436.4;1;4828187;4828242;2453;0
gene10538;NT_037436.4;-1;4839777;4838448;1169;5
gene10539;NT_037436.4;-1;4852398;4852323;24;0
gene1054;NC_004354.4;-1;9209432;9207072;4811;1
gene10541;NT_037436.4;1;4861680;4861736;266;0
gene10541;NT_037436.4;1;4861941;4863291;244;0
gene10541;NT_037436.4;1;4863334;4863408;221;0
gene10541;NT_037436.4;1;4863679;4863731;223;0
gene10541;NT_037436.4;1;4863899;4863958;225;0
gene10541;NT_037436.4;1;4864060;4864119;14;0
gene10541;NT_037436.4;1;4864268;4865064;131;0
gene10541;NT_037436.4;1;4865182;4865892;145;0
gene10541;NT_037436.4;1;4866060;4866122;124;0
gene10541;NT_037436.4;1;4866415;4866466;160;0
gene10541;NT_037436.4;1;4866887;4866942;141;0
gene10541;NT_037436.4;1;4867109;4867168;212;0
gene10541;NT_037436.4;1;4867384;4868470;186;0
gene10541;NT_037436.4;1;4868662;4868888;168;0
gene10541;NT_037436.4;1;4869074;4870143;122;1
gene10541;NT_037436.4;1;4870262;4870329;147;2
gene10541;NT_037436.4;1;4870478;4870622;97;0
gene10541;NT_037436.4;1;4870781;4871094;278;0
gene10541;NT_037436.4;1;4871162;4872110;192;0
gene10541;NT_037436.4;1;4873002;4873079;194;0
gene10541;NT_037436.4;1;4873185;4873247;156;1
gene10541;NT_037436.4;1;4873419;4873760;140;0
gene10541;NT_037436.4;1;4873909;4874280;252;2
gene10541;NT_037436.4;1;4874380;4874447;192;0
gene10541;NT_037436.4;1;4874563;4875738;165;1
gene10541;NT_037436.4;1;4875908;4879017;131;0
gene10541;NT_037436.4;1;4879212;4880003;181;1
gene10541;NT_037436.4;1;4880207;4881499;133;1
gene10541;NT_037436.4;1;4881688;4882021;96;0
gene10541;NT_037436.4;1;4882193;4882413;119;0
gene10541;NT_037436.4;1;4883620;4883684;174;0
gene10541;NT_037436.4;1;4883829;4883952;122;0
gene10541;NT_037436.4;1;4884136;4884678;150;0
gene10541;NT_037436.4;1;4884885;4884951;80;0
gene10541;NT_037436.4;1;4885267;4885337;105;0
gene10541;NT_037436.4;1;4885570;4886852;200;0
gene10541;NT_037436.4;1;4886979;4887325;207;0
gene10541;NT_037436.4;1;4888711;4888777;107;0
gene10541;NT_037436.4;1;4888926;4889138;161;2
gene10541;NT_037436.4;1;4889350;4889405;253;0
gene10541;NT_037436.4;1;4889541;4889612;116;0
gene10541;NT_037436.4;1;4889786;4890462;246;2
gene10541;NT_037436.4;1;4890631;4891044;282;1
gene10541;NT_037436.4;1;4891605;4891738;143;1
gene10541;NT_037436.4;1;4891914;4891995;85;0
gene10541;NT_037436.4;1;4892169;4892400;164;0
gene10541;NT_037436.4;1;4892884;4892961;149;0
gene10541;NT_037436.4;1;4893142;4893197;252;0
gene10541;NT_037436.4;1;4893358;4893412;161;0
gene10541;NT_037436.4;1;4893823;4894439;139;0
gene10541;NT_037436.4;1;4894651;4894967;166;40
gene10543;NT_037436.4;1;4899043;4900276;2783;4
gene10543;NT_037436.4;1;4900361;4900414;2861;0
gene10544;NT_037436.4;1;4910863;4912671;6156;15
gene10544;NT_037436.4;1;4912841;4913453;3975;1
gene10544;NT_037436.4;1;4913620;4913694;3684;7
gene10544;NT_037436.4;1;4913957;4917456;3393;1
gene10544;NT_037436.4;1;4917648;4918319;4290;3
gene10544;NT_037436.4;1;4918515;4918595;9586;0
gene10544;NT_037436.4;1;4918690;4918758;17106;12
gene10544;NT_037436.4;1;4918862;4919100;8854;69
gene10546;NT_037436.4;-1;4952890;4940107;1302;2
gene10546;NT_037436.4;-1;4955825;4953108;2774;3
gene1055;NC_004354.4;1;9214932;9215158;103;2
gene10550;NT_037436.4;-1;5011799;5011745;685;1
gene10555;NT_037436.4;1;5131622;5131759;28;0
gene10556;NT_037436.4;-1;5133127;5133069;861;0
gene10559;NT_037436.4;-1;5136077;5136011;8956;2
gene10560;NT_037436.4;1;5138293;5138348;367;0
gene10563;NT_037436.4;-1;5140839;5140778;7159;0
gene10563;NT_037436.4;-1;5141305;5141243;7227;0
gene10564;NT_037436.4;1;5142428;5143072;558;9
gene10564;NT_037436.4;1;5143266;5143323;310;6
gene10564;NT_037436.4;1;5143498;5143562;210;0
gene10566;NT_037436.4;-1;5145194;5145136;858;0
gene10566;NT_037436.4;-1;5145872;5145799;5094;5
gene10567;NT_037436.4;1;5146363;5146424;379;10
gene10567;NT_037436.4;1;5146599;5146657;1054;3
gene10567;NT_037436.4;1;5146804;5146857;103;0
gene10567;NT_037436.4;1;5147062;5147121;142;0
gene10567;NT_037436.4;1;5147407;5147461;53;0
gene10567;NT_037436.4;1;5148457;5148514;2313;0
gene10567;NT_037436.4;1;5148672;5148729;357;0
gene10567;NT_037436.4;1;5149016;5149077;975;0
gene10567;NT_037436.4;1;5149299;5149352;216;0
gene10568;NT_037436.4;-1;5151178;5151124;576;0
gene10568;NT_037436.4;-1;5151414;5151347;904;1
gene10568;NT_037436.4;-1;5151769;5151705;48;0
gene10568;NT_037436.4;-1;5152143;5152077;154;0
gene10569;NT_037436.4;1;5153764;5153848;5140;0
gene1057;NC_004354.4;1;9217096;9217148;1075;0
gene10570;NT_037436.4;-1;5162966;5162611;8144;2999
gene10570;NT_037436.4;-1;5163344;5163150;6867;346
gene10570;NT_037436.4;-1;5163833;5163704;8940;0
gene10570;NT_037436.4;-1;5166934;5163976;5518;2354
gene10570;NT_037436.4;-1;5168243;5167060;4742;1624
gene10570;NT_037436.4;-1;5170186;5168303;8456;0
gene10570;NT_037436.4;-1;5184214;5170441;3106;1178
gene10570;NT_037436.4;-1;5276154;5219286;918;374
gene10571;NT_037436.4;1;5234722;5234769;1147;5
gene10575;NT_037436.4;-1;5345655;5345596;4851;0
gene10575;NT_037436.4;-1;5345836;5345773;3239;1
gene10579;NT_037436.4;1;5360412;5360691;23701;10
gene10579;NT_037436.4;1;5360740;5360876;16066;3
gene10579;NT_037436.4;1;5361026;5361492;31298;3
gene10579;NT_037436.4;1;5361626;5361694;32618;0
gene10579;NT_037436.4;1;5361989;5362102;22142;1
gene1058;NC_004354.4;-1;9218587;9218530;1782;0
gene1058;NC_004354.4;-1;9218773;9218705;3855;0
gene1058;NC_004354.4;-1;9218952;9218895;678;0
gene1058;NC_004354.4;-1;9219252;9219188;3824;6
gene1058;NC_004354.4;-1;9221209;9219364;2085;14
gene1058;NC_004354.4;-1;9221415;9221314;1687;2
gene1058;NC_004354.4;-1;9222939;9221510;3951;11
gene10580;NT_037436.4;-1;5364083;5364016;28194;6
gene10580;NT_037436.4;-1;5364942;5364210;31645;8
gene10580;NT_037436.4;-1;5366128;5365086;16467;169
gene10581;NT_037436.4;1;5366736;5366804;2408;0
gene10582;NT_037436.4;-1;5367899;5367775;14829;23
gene10586;NT_037436.4;-1;5378985;5378924;82;0
gene10586;NT_037436.4;-1;5379150;5379089;137;0
gene10586;NT_037436.4;-1;5379365;5379314;72;0
gene10586;NT_037436.4;-1;5379660;5379604;74;0
gene10586;NT_037436.4;-1;5380908;5380654;56;2
gene10586;NT_037436.4;-1;5381769;5381066;33;1
gene10586;NT_037436.4;-1;5382305;5382048;42;1
gene10587;NT_037436.4;1;5429629;5431631;551;0
gene10587;NT_037436.4;1;5431739;5433021;458;0
gene10587;NT_037436.4;1;5433227;5433290;397;0
gene10587;NT_037436.4;1;5433453;5433726;619;0
gene10587;NT_037436.4;1;5433856;5435587;698;2
gene10587;NT_037436.4;1;5435679;5436228;762;1
gene10587;NT_037436.4;1;5436313;5436522;968;1
gene10587;NT_037436.4;1;5436633;5437712;882;1
gene10587;NT_037436.4;1;5437776;5439189;800;2
gene10587;NT_037436.4;1;5439472;5439530;738;1
gene10588;NT_037436.4;1;5479857;5479995;21;0
gene10590;NT_037436.4;-1;5498727;5498560;652;0
gene10593;NT_037436.4;-1;5503857;5503694;172;0
gene10593;NT_037436.4;-1;5504973;5504122;248;3
gene10593;NT_037436.4;-1;5505531;5505094;243;2
gene10593;NT_037436.4;-1;5506098;5505676;99;4
gene10593;NT_037436.4;-1;5507392;5506289;203;4
gene10593;NT_037436.4;-1;5507693;5507550;48;1
gene10593;NT_037436.4;-1;5508357;5507793;312;5
gene10593;NT_037436.4;-1;5509885;5508478;227;10
gene10593;NT_037436.4;-1;5510118;5510015;149;0
gene10593;NT_037436.4;-1;5510795;5510478;149;2
gene10594;NT_037436.4;-1;5515184;5513852;479;0
gene10594;NT_037436.4;-1;5515448;5515377;386;0
gene10594;NT_037436.4;-1;5515744;5515676;137;0
gene10594;NT_037436.4;-1;5515955;5515867;331;3
gene10594;NT_037436.4;-1;5517551;5516105;256;3
gene10594;NT_037436.4;-1;5518504;5517755;252;3
gene10595;NT_037436.4;-1;5534982;5534408;386;2
gene10595;NT_037436.4;-1;5535436;5535271;597;0
gene10595;NT_037436.4;-1;5535612;5535543;389;0
gene10596;NT_037436.4;-1;5540619;5540560;71;0
gene10596;NT_037436.4;-1;5540951;5540887;13;0
gene10596;NT_037436.4;-1;5541333;5541268;23;0
gene10596;NT_037436.4;-1;5542490;5541373;55;15
gene10596;NT_037436.4;-1;5543236;5543175;218;0
gene10596;NT_037436.4;-1;5543618;5543466;180;4
gene10596;NT_037436.4;-1;5544971;5543948;46;39
gene10596;NT_037436.4;-1;5550783;5545102;128;1
gene10598;NT_037436.4;-1;5563084;5562872;3617;54
gene10598;NT_037436.4;-1;5563265;5563185;3231;2
gene10598;NT_037436.4;-1;5563492;5563396;3263;32
gene10599;NT_037436.4;1;5564267;5564325;2053;0
gene1060;NC_004354.4;1;9228136;9228196;10;0
gene10601;NT_037436.4;-1;5567731;5567604;51414;0
gene10601;NT_037436.4;-1;5569116;5568997;40895;0
gene10601;NT_037436.4;-1;5573631;5569362;15874;133
gene10601;NT_037436.4;-1;5576837;5573830;20373;18209
gene10603;NT_037436.4;1;5584705;5584758;451;0
gene10603;NT_037436.4;1;5588815;5588880;98;0
gene10605;NT_037436.4;-1;5593266;5593198;2791;1
gene10605;NT_037436.4;-1;5595125;5594412;1133;2
gene10608;NT_037436.4;-1;5601989;5601934;3303;4
gene10608;NT_037436.4;-1;5603071;5602955;4868;1
gene10608;NT_037436.4;-1;5603687;5603630;2459;1
gene10609;NT_037436.4;1;5605407;5605469;417;0
gene10609;NT_037436.4;1;5605624;5605685;384;0
gene10609;NT_037436.4;1;5605863;5605922;296;0
gene10609;NT_037436.4;1;5606175;5606238;414;1
gene10609;NT_037436.4;1;5606411;5606471;501;0
gene10609;NT_037436.4;1;5606667;5606722;171;0
gene1061;NC_004354.4;-1;9230178;9229856;5887;0
gene1061;NC_004354.4;-1;9230507;9230447;5438;0
gene1061;NC_004354.4;-1;9230699;9230642;2450;0
gene1061;NC_004354.4;-1;9231620;9231559;1084;1
gene1061;NC_004354.4;-1;9231827;9231767;1520;0
gene1061;NC_004354.4;-1;9232002;9231939;3059;2
gene10610;NT_037436.4;-1;5607551;5607466;3928;1
gene10610;NT_037436.4;-1;5607805;5607684;3572;3
gene10610;NT_037436.4;-1;5608086;5608020;1375;0
gene10611;NT_037436.4;1;5644633;5644734;925;1
gene10611;NT_037436.4;1;5644852;5645674;879;725
gene10611;NT_037436.4;1;5648238;5648302;1538;1
gene10612;NT_037436.4;1;5655047;5656318;38;0
gene10612;NT_037436.4;1;5656456;5656604;37;0
gene10612;NT_037436.4;1;5656754;5656822;29;0
gene10612;NT_037436.4;1;5656974;5657035;153;0
gene10613;NT_037436.4;1;5668142;5668690;1316;76
gene10613;NT_037436.4;1;5668885;5668963;582;0
gene10613;NT_037436.4;1;5669083;5672054;674;539
gene10613;NT_037436.4;1;5673266;5673546;684;1
gene10613;NT_037436.4;1;5673703;5673771;616;0
gene10613;NT_037436.4;1;5674077;5674374;1308;0
gene10613;NT_037436.4;1;5674722;5674789;1387;0
gene10613;NT_037436.4;1;5675209;5676276;3170;375
gene10613;NT_037436.4;1;5676446;5676510;2243;0
gene10613;NT_037436.4;1;5676760;5676818;2721;0
gene10613;NT_037436.4;1;5676949;5703924;3817;1548
gene10613;NT_037436.4;1;5691784;5695421;654;31
gene10613;NT_037436.4;1;5704071;5704961;4570;3
gene10613;NT_037436.4;1;5705242;5706441;3782;1
gene10613;NT_037436.4;1;5706574;5716096;3747;11
gene10613;NT_037436.4;1;5716280;5717537;1523;0
gene10613;NT_037436.4;1;5717739;5720876;1842;0
gene10613;NT_037436.4;1;5721105;5722381;3605;0
gene10613;NT_037436.4;1;5722569;5726479;4211;1
gene10613;NT_037436.4;1;5726595;5728490;3506;2
gene10613;NT_037436.4;1;5728643;5731439;2221;1
gene10613;NT_037436.4;1;5731637;5734465;1106;1042
gene10613;NT_037436.4;1;5734610;5735725;4776;7
gene10613;NT_037436.4;1;5735921;5735985;3992;3
gene10613;NT_037436.4;1;5736095;5737983;3946;1
gene10613;NT_037436.4;1;5738164;5738225;6278;4
gene10613;NT_037436.4;1;5738364;5738415;1432;0
gene10613;NT_037436.4;1;5738574;5738638;2704;0
gene10613;NT_037436.4;1;5739017;5739105;2857;0
gene10613;NT_037436.4;1;5739335;5739443;430;0
gene10613;NT_037436.4;1;5739727;5740103;1301;254
gene10613;NT_037436.4;1;5740208;5746467;3195;351
gene10614;NT_037436.4;-1;5660113;5660058;731;3
gene10614;NT_037436.4;-1;5660496;5660440;744;3
gene10614;NT_037436.4;-1;5660849;5660796;537;3
gene10614;NT_037436.4;-1;5661801;5661739;547;0
gene10614;NT_037436.4;-1;5662081;5661998;503;0
gene10615;NT_037436.4;1;5666037;5667821;500;6
gene10619;NT_037436.4;1;5756434;5756496;6226;0
gene10619;NT_037436.4;1;5758149;5758206;4898;0
gene10619;NT_037436.4;1;5758595;5758653;6752;1
gene10619;NT_037436.4;1;5759572;5759628;3603;0
gene10619;NT_037436.4;1;5760610;5760674;4893;0
gene10619;NT_037436.4;1;5760802;5760859;14489;4
gene10619;NT_037436.4;1;5760931;5760984;13616;2
gene10619;NT_037436.4;1;5761119;5761173;9189;3
gene1062;NC_004354.4;-1;9234823;9234754;53;0
gene1062;NC_004354.4;-1;9236309;9236179;12;0
gene10620;NT_037436.4;-1;5762587;5762525;28082;1
gene10620;NT_037436.4;-1;5763047;5762716;20535;3
gene10620;NT_037436.4;-1;5763554;5763274;4848;0
gene10620;NT_037436.4;-1;5764433;5763777;4140;5
gene10620;NT_037436.4;-1;5764658;5764597;20956;0
gene10620;NT_037436.4;-1;5765086;5764796;5670;2
gene10620;NT_037436.4;-1;5765340;5765185;9061;8
gene10627;NT_037436.4;1;5766376;5766432;8598;4
gene10627;NT_037436.4;1;5766717;5766775;14816;1
gene10628;NT_037436.4;-1;5768200;5768134;524;0
gene10630;NT_037436.4;1;5769934;5771617;1348;70
gene10630;NT_037436.4;1;5772376;5772432;3667;0
gene10630;NT_037436.4;1;5774077;5775188;2724;1937
gene10631;NT_037436.4;-1;5777203;5777145;2881;2
gene10632;NT_037436.4;-1;5777957;5777900;1970;0
gene10632;NT_037436.4;-1;5778378;5778323;971;0
gene10632;NT_037436.4;-1;5778586;5778525;668;0
gene10633;NT_037436.4;1;5781723;5781996;134;0
gene10633;NT_037436.4;1;5782309;5782670;76;5
gene10633;NT_037436.4;1;5782850;5782916;144;1
gene10634;NT_037436.4;1;5780134;5780383;4431;31
gene10634;NT_037436.4;1;5780533;5780589;6256;0
gene10634;NT_037436.4;1;5780775;5780836;9180;0
gene10634;NT_037436.4;1;5780998;5781550;35;0
gene10637;NT_037436.4;-1;5791695;5791644;6001;4
gene10637;NT_037436.4;-1;5792699;5792586;1517;0
gene10638;NT_037436.4;-1;5795548;5795144;403;0
gene10638;NT_037436.4;-1;5796129;5796062;358;1
gene10639;NT_037436.4;-1;5805827;5800718;1753;31
gene10639;NT_037436.4;-1;5806006;5805936;1199;0
gene10639;NT_037436.4;-1;5806314;5806256;3779;0
gene10639;NT_037436.4;-1;5806492;5806406;3788;2
gene10639;NT_037436.4;-1;5806746;5806685;3131;0
gene10639;NT_037436.4;-1;5806944;5806881;4523;2
gene10639;NT_037436.4;-1;5807133;5807077;2308;0
gene10639;NT_037436.4;-1;5807947;5807261;3055;3
gene1064;NC_004354.4;-1;9237488;9237415;2842;12
gene1064;NC_004354.4;-1;9238253;9238192;2536;0
gene1064;NC_004354.4;-1;9242324;9242221;414;0
gene1064;NC_004354.4;-1;9242694;9242626;941;0
gene1064;NC_004354.4;-1;9242932;9242870;780;0
gene1064;NC_004354.4;-1;9243158;9243101;799;0
gene10640;NT_037436.4;1;5805414;5805472;185;0
gene10641;NT_037436.4;1;5811321;5811385;6325;8
gene10642;NT_037436.4;-1;5812714;5812654;6285;0
gene10642;NT_037436.4;-1;5812941;5812862;4930;3
gene10643;NT_037436.4;-1;5817534;5816701;427;0
gene10643;NT_037436.4;-1;5817897;5817644;318;1
gene10643;NT_037436.4;-1;5818108;5818026;298;4
gene10643;NT_037436.4;-1;5842207;5818287;338;29
gene10644;NT_037436.4;1;5871766;5871821;1105;0
gene10644;NT_037436.4;1;5872334;5872384;1638;5
gene10645;NT_037436.4;1;5873801;5873857;667;3
gene10645;NT_037436.4;1;5874370;5874421;910;0
gene10647;NT_037436.4;-1;5896673;5896617;1077;0
gene10649;NT_037436.4;1;5899748;5899804;4578;0
gene10649;NT_037436.4;1;5900058;5900114;2275;0
gene10649;NT_037436.4;1;5900609;5900672;2933;0
gene1065;NC_004354.4;1;9244147;9244206;2227;2
gene10650;NT_037436.4;-1;5901152;5901100;11004;9
gene10650;NT_037436.4;-1;5901416;5901361;4795;1
gene10650;NT_037436.4;-1;5901795;5901561;9448;1
gene10650;NT_037436.4;-1;5902159;5902102;5792;0
gene10650;NT_037436.4;-1;5902334;5902256;1904;2
gene10651;NT_037436.4;-1;5903150;5903093;60;0
gene10651;NT_037436.4;-1;5903584;5903528;46;2
gene10652;NT_037436.4;-1;5905454;5905387;12;0
gene10653;NT_037436.4;1;5907880;5908583;277;8
gene10653;NT_037436.4;1;5908708;5908813;77;0
gene10653;NT_037436.4;1;5908900;5908971;190;0
gene10653;NT_037436.4;1;5909597;5909663;200;2
gene10654;NT_037436.4;-1;5918359;5918166;1237;0
gene10654;NT_037436.4;-1;5918754;5918603;3954;15
gene10654;NT_037436.4;-1;5919124;5918925;2938;15
gene10654;NT_037436.4;-1;5921136;5920752;219;0
gene10656;NT_037436.4;1;5923293;5923355;1852;0
gene10657;NT_037436.4;1;5924196;5924836;921;70
gene10657;NT_037436.4;1;5925323;5925400;758;0
gene10657;NT_037436.4;1;5928297;5928536;2012;37
gene10657;NT_037436.4;1;5928641;5928703;7731;2
gene10657;NT_037436.4;1;5929040;5929103;4808;6
gene10658;NT_037436.4;-1;5931617;5931559;4504;0
gene10659;NT_037436.4;-1;5934053;5933992;178;0
gene10659;NT_037436.4;-1;5934404;5934335;44;0
gene10659;NT_037436.4;-1;5937398;5934694;62;20
gene10659;NT_037436.4;-1;5937828;5937733;59;0
gene10660;NT_037436.4;-1;5968813;5968597;849;431
gene10660;NT_037436.4;-1;5975644;5969075;1713;10
gene10663;NT_037436.4;1;6020163;6024630;852;0
gene10663;NT_037436.4;1;6024893;6025008;1263;0
gene10663;NT_037436.4;1;6025338;6025417;115;0
gene10664;NT_037436.4;-1;6010651;6010585;307;0
gene10665;NT_037436.4;-1;6034345;6034294;4471;26
gene10666;NT_037436.4;1;6035503;6035558;47567;1
gene10669;NT_037436.4;1;6039453;6039529;57626;2
gene1067;NC_004354.4;1;9247909;9248541;1617;210
gene1067;NC_004354.4;1;9249182;9249374;5629;0
gene1067;NC_004354.4;1;9249702;9249772;6827;4
gene10670;NT_037436.4;1;6051037;6051095;29172;1
gene10673;NT_037436.4;1;6055664;6055716;1405;8
gene10676;NT_037436.4;-1;6062273;6061732;11048;0
gene10676;NT_037436.4;-1;6062433;6062373;16576;0
gene10677;NT_037436.4;1;6066890;6069449;248;0
gene10677;NT_037436.4;1;6069893;6070220;200;0
gene10679;NT_037436.4;-1;6074547;6074490;3072;58
gene10679;NT_037436.4;-1;6075032;6074973;1888;0
gene1068;NC_004354.4;1;9251030;9252527;1391;39
gene1068;NC_004354.4;1;9253572;9253650;910;1
gene1068;NC_004354.4;1;9253859;9253916;1149;0
gene1068;NC_004354.4;1;9254040;9254112;831;0
gene10680;NT_037436.4;1;6075689;6075760;5997;0
gene10680;NT_037436.4;1;6075958;6076022;1853;0
gene10681;NT_037436.4;1;6077346;6078918;223;1
gene10681;NT_037436.4;1;6079282;6079341;757;1
gene10682;NT_037436.4;1;6087367;6087423;515;0
gene10682;NT_037436.4;1;6087607;6087667;568;0
gene10682;NT_037436.4;1;6087899;6087954;525;1
gene10682;NT_037436.4;1;6089152;6089209;67;0
gene10682;NT_037436.4;1;6089465;6089525;696;0
gene10682;NT_037436.4;1;6089730;6089789;333;0
gene10683;NT_037436.4;-1;6092849;6092791;1786;13
gene10685;NT_037436.4;1;6095344;6095409;5706;0
gene10685;NT_037436.4;1;6095488;6095648;4445;4
gene10685;NT_037436.4;1;6095913;6095983;2928;3
gene10685;NT_037436.4;1;6096152;6096205;2100;0
gene10686;NT_037436.4;1;6100763;6100934;91;0
gene10686;NT_037436.4;1;6101312;6103624;29;0
gene10686;NT_037436.4;1;6112199;6112370;596;109
gene10686;NT_037436.4;1;6112422;6114293;945;0
gene10686;NT_037436.4;1;6114354;6115954;980;2
gene10686;NT_037436.4;1;6116003;6118958;756;2
gene10686;NT_037436.4;1;6119149;6121493;166;1
gene10686;NT_037436.4;1;6121703;6121975;183;2
gene1069;NC_004354.4;1;9256378;9256442;2331;1
gene10691;NT_037436.4;-1;6131947;6131606;40094;450
gene10693;NT_037436.4;-1;6135094;6135034;13;0
gene10699;NT_037436.4;1;6145039;6145108;80;0
gene107;NC_004354.4;-1;943301;942797;3240;1
gene107;NC_004354.4;-1;944395;944097;1959;1
gene10706;NT_037436.4;-1;6152667;6152587;18888;4
gene10708;NT_037436.4;-1;6157087;6156897;32;0
gene10710;NT_037436.4;1;6161204;6161259;11;0
gene10713;NT_037436.4;-1;6170116;6169928;708;49
gene10713;NT_037436.4;-1;6171227;6171170;867;0
gene10713;NT_037436.4;-1;6171347;6171293;3685;0
gene10713;NT_037436.4;-1;6171981;6171922;3541;0
gene10713;NT_037436.4;-1;6172155;6172101;1682;0
gene10713;NT_037436.4;-1;6172356;6172295;3702;0
gene10713;NT_037436.4;-1;6172731;6172671;3613;0
gene10713;NT_037436.4;-1;6173110;6173057;3309;0
gene10713;NT_037436.4;-1;6173376;6173311;3266;2
gene10714;NT_037436.4;1;6174446;6174497;347;0
gene10714;NT_037436.4;1;6175655;6175719;376;0
gene10714;NT_037436.4;1;6176436;6176500;492;0
gene10714;NT_037436.4;1;6177057;6177121;694;0
gene10714;NT_037436.4;1;6177297;6177356;683;0
gene10714;NT_037436.4;1;6177743;6177802;643;0
gene10714;NT_037436.4;1;6177919;6177975;648;0
gene10714;NT_037436.4;1;6178208;6178264;880;1
gene10714;NT_037436.4;1;6178426;6178481;748;0
gene10715;NT_037436.4;-1;6180180;6180116;1003;1
gene10715;NT_037436.4;-1;6180848;6180795;467;0
gene10716;NT_037436.4;-1;6183930;6183871;883;0
gene10717;NT_037436.4;1;6185645;6185703;582;123
gene10718;NT_037436.4;-1;6188033;6187973;1195;0
gene10719;NT_037436.4;1;6191125;6191182;429;0
gene1072;NC_004354.4;-1;9263710;9263013;182;10
gene1072;NC_004354.4;-1;9264231;9264163;248;0
gene1072;NC_004354.4;-1;9264401;9264329;250;0
gene1072;NC_004354.4;-1;9264622;9264543;72;0
gene1072;NC_004354.4;-1;9264892;9264830;276;0
gene1072;NC_004354.4;-1;9265181;9265084;301;0
gene10720;NT_037436.4;-1;6192775;6192710;12055;5
gene10720;NT_037436.4;-1;6192964;6192895;12075;109
gene10721;NT_037436.4;1;6194151;6194217;4726;0
gene10721;NT_037436.4;1;6194890;6194972;4010;0
gene10721;NT_037436.4;1;6196086;6196142;2494;0
gene10721;NT_037436.4;1;6196314;6196382;5549;0
gene10721;NT_037436.4;1;6196555;6196615;3722;0
gene10721;NT_037436.4;1;6196712;6197036;5882;342
gene10721;NT_037436.4;1;6197113;6197382;6005;343
gene10721;NT_037436.4;1;6197558;6197613;2023;0
gene10722;NT_037436.4;1;6200639;6200731;160;0
gene10722;NT_037436.4;1;6201323;6201375;153;0
gene10722;NT_037436.4;1;6202444;6202500;233;0
gene10722;NT_037436.4;1;6202672;6202725;162;1
gene10722;NT_037436.4;1;6202898;6202958;221;1
gene10722;NT_037436.4;1;6203055;6203109;180;0
gene10722;NT_037436.4;1;6203186;6203250;224;0
gene10722;NT_037436.4;1;6203426;6203486;332;0
gene10723;NT_037436.4;-1;6205692;6205629;424;0
gene10723;NT_037436.4;-1;6205976;6205908;2658;0
gene10723;NT_037436.4;-1;6209235;6209169;802;0
gene10723;NT_037436.4;-1;6211197;6211137;410;0
gene10723;NT_037436.4;-1;6211725;6211669;528;0
gene10723;NT_037436.4;-1;6212020;6211955;440;0
gene10723;NT_037436.4;-1;6212363;6212302;544;0
gene10723;NT_037436.4;-1;6213070;6213016;414;0
gene10723;NT_037436.4;-1;6213989;6213924;239;0
gene10723;NT_037436.4;-1;6214328;6214263;221;0
gene10723;NT_037436.4;-1;6214801;6214743;354;0
gene10723;NT_037436.4;-1;6215094;6215012;337;1
